BRANCH_NAME,FREEZE_DT,CUSTOMER_CLASS,year,month,day,Amount,Accounts,Main_Branch
الدرب,1/6/2023,RES,2023,1,6,4063.34,35,Ad Darb
الدرب,1/7/2023,COM,2023,1,7,12.27,1,Ad Darb
الدرب,1/7/2023,RES,2023,1,7,14079.86,35,Ad Darb
الدرب,1/8/2023,GOVT,2023,1,8,886.47,3,Ad Darb
الدرب,1/8/2023,RES,2023,1,8,3907,26,Ad Darb
الدرب,1/9/2023,RES,2023,1,9,20397.43,49,Ad Darb
الدرب,1/10/2023,RES,2023,1,10,4863.31,38,Ad Darb
الدرب,1/11/2023,RES,2023,1,11,10139.98,96,Ad Darb
الدرب,1/12/2023,RES,2023,1,12,8444.87,32,Ad Darb
الدرب,1/13/2023,RES,2023,1,13,20592.96,388,Ad Darb
الدرب,1/14/2023,COM,2023,1,14,1094.66,8,Ad Darb
الدرب,1/14/2023,RES,2023,1,14,9951.45,238,Ad Darb
الدرب,1/15/2023,RES,2023,1,15,16712.83,180,Ad Darb
الدرب,1/16/2023,RES,2023,1,16,13924.38,157,Ad Darb
الدرب,1/17/2023,RES,2023,1,17,12761.71,182,Ad Darb
الدرب,1/18/2023,COM,2023,1,18,12.52,2,Ad Darb
الدرب,1/18/2023,RES,2023,1,18,9435.58,134,Ad Darb
الدرب,1/19/2023,RES,2023,1,19,7290.93,114,Ad Darb
الدرب,1/20/2023,COM,2023,1,20,11.91,1,Ad Darb
الدرب,1/20/2023,RES,2023,1,20,7694.16,101,Ad Darb
الدرب,1/21/2023,RES,2023,1,21,9258.83,72,Ad Darb
الدرب,1/22/2023,COM,2023,1,22,1394.37,3,Ad Darb
الدرب,1/22/2023,RES,2023,1,22,16965.89,76,Ad Darb
الدرب,1/23/2023,COM,2023,1,23,398.23,3,Ad Darb
الدرب,1/23/2023,GOVT,2023,1,23,151043.98,986,Ad Darb
الدرب,1/23/2023,RES,2023,1,23,5100.86,62,Ad Darb
الدرب,1/24/2023,COM,2023,1,24,3309.77,4,Ad Darb
الدرب,1/24/2023,GOVT,2023,1,24,1500,1,Ad Darb
الدرب,1/24/2023,RES,2023,1,24,8349.17,112,Ad Darb
الدرب,1/24/2023,TANKER,2023,1,24,360209.18,2,Ad Darb
الدرب,1/25/2023,COM,2023,1,25,321.7,2,Ad Darb
الدرب,1/25/2023,RES,2023,1,25,38475.2,537,Ad Darb
الدرب,1/26/2023,RES,2023,1,26,68706.47,926,Ad Darb
الدرب,1/27/2023,COM,2023,1,27,222.61,2,Ad Darb
الدرب,1/27/2023,RES,2023,1,27,19509.03,223,Ad Darb
الدرب,1/28/2023,RES,2023,1,28,17475.4,151,Ad Darb
الدرب,1/29/2023,COM,2023,1,29,955.02,3,Ad Darb
الدرب,1/29/2023,RES,2023,1,29,17015.68,150,Ad Darb
الدرب,1/30/2023,GOVT,2023,1,30,23132.77,1,Ad Darb
الدرب,1/30/2023,RES,2023,1,30,6894.22,85,Ad Darb
الدرب,1/31/2023,RES,2023,1,31,5388.91,61,Ad Darb
الدرب,2/1/2023,RES,2023,2,1,13921.39,144,Ad Darb
الدرب,2/2/2023,RES,2023,2,2,17315.84,84,Ad Darb
الدرب,2/3/2023,RES,2023,2,3,6238.98,43,Ad Darb
الدرب,2/4/2023,RES,2023,2,4,9707.72,55,Ad Darb
الدرب,2/5/2023,RES,2023,2,5,17417.34,55,Ad Darb
الدرب,2/6/2023,RES,2023,2,6,4333.72,48,Ad Darb
الدرب,2/7/2023,RES,2023,2,7,9034.37,42,Ad Darb
الدرب,2/8/2023,RES,2023,2,8,12487.66,28,Ad Darb
الدرب,2/9/2023,RES,2023,2,9,20406.9,113,Ad Darb
الدرب,2/10/2023,RES,2023,2,10,3855.82,27,Ad Darb
الدرب,2/11/2023,RES,2023,2,11,2029.86,20,Ad Darb
الدرب,2/12/2023,RES,2023,2,12,10869.75,33,Ad Darb
الدرب,2/13/2023,RES,2023,2,13,17617.97,319,Ad Darb
الدرب,2/14/2023,COM,2023,2,14,12.36,2,Ad Darb
الدرب,2/14/2023,RES,2023,2,14,23574.74,348,Ad Darb
الدرب,2/15/2023,COM,2023,2,15,1384.95,13,Ad Darb
الدرب,2/15/2023,RES,2023,2,15,15083.36,211,Ad Darb
الدرب,2/16/2023,RES,2023,2,16,8707.8,145,Ad Darb
الدرب,2/17/2023,RES,2023,2,17,5260.44,102,Ad Darb
الدرب,2/18/2023,COM,2023,2,18,6.26,1,Ad Darb
الدرب,2/18/2023,RES,2023,2,18,22901.74,115,Ad Darb
الدرب,2/19/2023,RES,2023,2,19,7905.64,120,Ad Darb
الدرب,2/20/2023,RES,2023,2,20,10138.69,91,Ad Darb
الدرب,2/21/2023,RES,2023,2,21,7578.91,84,Ad Darb
الدرب,2/22/2023,RES,2023,2,22,4109.25,65,Ad Darb
الدرب,2/23/2023,RES,2023,2,23,7039.46,59,Ad Darb
الدرب,2/24/2023,RES,2023,2,24,11866.3,44,Ad Darb
الدرب,2/25/2023,RES,2023,2,25,4975.22,67,Ad Darb
الدرب,2/26/2023,COM,2023,2,26,999.17,1,Ad Darb
الدرب,2/26/2023,RES,2023,2,26,41919.64,611,Ad Darb
الدرب,2/26/2023,TANKER,2023,2,26,325039.16,2,Ad Darb
الدرب,2/27/2023,COM,2023,2,27,113.56,1,Ad Darb
الدرب,2/27/2023,RES,2023,2,27,78743.23,1034,Ad Darb
الدرب,2/28/2023,RES,2023,2,28,32836.07,265,Ad Darb
الدرب,3/1/2023,COM,2023,3,1,2043.93,4,Ad Darb
الدرب,3/1/2023,RES,2023,3,1,25586.14,240,Ad Darb
الدرب,3/2/2023,GOVT,2023,3,2,36648.36,4,Ad Darb
الدرب,3/2/2023,RES,2023,3,2,12044.12,120,Ad Darb
الدرب,3/3/2023,RES,2023,3,3,5575.23,65,Ad Darb
الدرب,3/4/2023,RES,2023,3,4,13861.91,78,Ad Darb
الدرب,3/5/2023,COM,2023,3,5,835.4,2,Ad Darb
الدرب,3/5/2023,RES,2023,3,5,10337.69,92,Ad Darb
الدرب,3/6/2023,RES,2023,3,6,13896.21,84,Ad Darb
الدرب,3/7/2023,GOVT,2023,3,7,22791.67,158,Ad Darb
الدرب,3/7/2023,RES,2023,3,7,9346.06,52,Ad Darb
الدرب,3/8/2023,RES,2023,3,8,20645.44,53,Ad Darb
الدرب,3/9/2023,COM,2023,3,9,41.6,1,Ad Darb
الدرب,3/9/2023,RES,2023,3,9,12904.43,106,Ad Darb
الدرب,3/10/2023,RES,2023,3,10,8777.52,45,Ad Darb
الدرب,3/11/2023,RES,2023,3,11,5292.02,26,Ad Darb
الدرب,3/12/2023,COM,2023,3,12,28.75,2,Ad Darb
الدرب,3/12/2023,RES,2023,3,12,11660.38,43,Ad Darb
الدرب,3/13/2023,RES,2023,3,13,3001.14,20,Ad Darb
الدرب,3/14/2023,RES,2023,3,14,3572.44,14,Ad Darb
الدرب,3/15/2023,RES,2023,3,15,4529.86,25,Ad Darb
الدرب,3/16/2023,RES,2023,3,16,5569.63,20,Ad Darb
الدرب,3/17/2023,RES,2023,3,17,4851.4,11,Ad Darb
الدرب,3/18/2023,RES,2023,3,18,3567.74,10,Ad Darb
الدرب,3/19/2023,RES,2023,3,19,14050.75,147,Ad Darb
الدرب,3/20/2023,COM,2023,3,20,473.12,8,Ad Darb
الدرب,3/20/2023,RES,2023,3,20,25858.02,365,Ad Darb
الدرب,3/21/2023,RES,2023,3,21,6298.89,156,Ad Darb
الدرب,3/22/2023,COM,2023,3,22,177.9,3,Ad Darb
الدرب,3/22/2023,RES,2023,3,22,8679.3,91,Ad Darb
الدرب,3/23/2023,RES,2023,3,23,15494.79,180,Ad Darb
الدرب,3/24/2023,RES,2023,3,24,4948.31,140,Ad Darb
الدرب,3/25/2023,RES,2023,3,25,11760.26,91,Ad Darb
الدرب,3/26/2023,COM,2023,3,26,1309.03,4,Ad Darb
الدرب,3/26/2023,GOVT,2023,3,26,3299.43,1,Ad Darb
الدرب,3/26/2023,RES,2023,3,26,58272.95,778,Ad Darb
الدرب,3/27/2023,COM,2023,3,27,155.78,1,Ad Darb
الدرب,3/27/2023,RES,2023,3,27,42872.03,766,Ad Darb
الدرب,3/28/2023,COM,2023,3,28,12.18,2,Ad Darb
الدرب,3/28/2023,RES,2023,3,28,47358.33,612,Ad Darb
الدرب,3/28/2023,TANKER,2023,3,28,102648.2,1,Ad Darb
الدرب,3/29/2023,COM,2023,3,29,34.7,3,Ad Darb
الدرب,3/29/2023,RES,2023,3,29,18566.52,193,Ad Darb
الدرب,3/30/2023,RES,2023,3,30,19273.46,198,Ad Darb
الدرب,3/31/2023,COM,2023,3,31,857.35,2,Ad Darb
الدرب,3/31/2023,RES,2023,3,31,6282.31,91,Ad Darb
الدرب,4/1/2023,COM,2023,4,1,4330.67,1,Ad Darb
الدرب,4/1/2023,RES,2023,4,1,7947.67,78,Ad Darb
الدرب,4/2/2023,RES,2023,4,2,14976.35,113,Ad Darb
الدرب,4/3/2023,RES,2023,4,3,7103.71,77,Ad Darb
الدرب,4/4/2023,RES,2023,4,4,11014.19,62,Ad Darb
الدرب,4/5/2023,RES,2023,4,5,5755.39,53,Ad Darb
الدرب,4/6/2023,RES,2023,4,6,5316.97,65,Ad Darb
الدرب,4/7/2023,RES,2023,4,7,2941.03,37,Ad Darb
الدرب,4/8/2023,RES,2023,4,8,2442.89,26,Ad Darb
الدرب,4/9/2023,RES,2023,4,9,8890.82,70,Ad Darb
الدرب,4/10/2023,COM,2023,4,10,23.14,1,Ad Darb
الدرب,4/10/2023,RES,2023,4,10,24000.54,107,Ad Darb
الدرب,4/11/2023,RES,2023,4,11,3685.89,39,Ad Darb
الدرب,4/12/2023,RES,2023,4,12,4658.23,32,Ad Darb
الدرب,4/13/2023,RES,2023,4,13,2513.12,27,Ad Darb
الدرب,4/14/2023,RES,2023,4,14,13161.94,223,Ad Darb
الدرب,4/15/2023,COM,2023,4,15,3985.63,2,Ad Darb
الدرب,4/15/2023,RES,2023,4,15,22775.75,370,Ad Darb
الدرب,4/16/2023,COM,2023,4,16,174.14,1,Ad Darb
الدرب,4/16/2023,RES,2023,4,16,10625.47,260,Ad Darb
الدرب,4/16/2023,TANKER,2023,4,16,441512.37,2,Ad Darb
الدرب,4/17/2023,RES,2023,4,17,7589.75,183,Ad Darb
الدرب,4/18/2023,RES,2023,4,18,7657.08,144,Ad Darb
الدرب,4/19/2023,COM,2023,4,19,93.75,2,Ad Darb
الدرب,4/19/2023,RES,2023,4,19,6837.59,111,Ad Darb
الدرب,4/20/2023,COM,2023,4,20,144.51,2,Ad Darb
الدرب,4/20/2023,RES,2023,4,20,3628.82,98,Ad Darb
الدرب,4/21/2023,RES,2023,4,21,1807.23,42,Ad Darb
الدرب,4/22/2023,RES,2023,4,22,1099.25,49,Ad Darb
الدرب,4/23/2023,RES,2023,4,23,1986.28,37,Ad Darb
الدرب,4/24/2023,RES,2023,4,24,2426.56,67,Ad Darb
الدرب,4/25/2023,RES,2023,4,25,33362.99,518,Ad Darb
الدرب,4/26/2023,COM,2023,4,26,23.76,2,Ad Darb
الدرب,4/26/2023,RES,2023,4,26,16506.46,215,Ad Darb
الدرب,4/27/2023,COM,2023,4,27,227.3,2,Ad Darb
الدرب,4/27/2023,RES,2023,4,27,70912.04,992,Ad Darb
الدرب,4/28/2023,COM,2023,4,28,5.95,1,Ad Darb
الدرب,4/28/2023,RES,2023,4,28,19435.17,208,Ad Darb
الدرب,4/29/2023,COM,2023,4,29,192.4,3,Ad Darb
الدرب,4/29/2023,RES,2023,4,29,10280.14,168,Ad Darb
الدرب,4/30/2023,RES,2023,4,30,15090.56,150,Ad Darb
الدرب,5/1/2023,COM,2023,5,1,636.45,5,Ad Darb
الدرب,5/1/2023,RES,2023,5,1,26130.03,185,Ad Darb
الدرب,5/2/2023,COM,2023,5,2,79.24,3,Ad Darb
الدرب,5/2/2023,RES,2023,5,2,18056.81,127,Ad Darb
الدرب,5/3/2023,RES,2023,5,3,11957.8,64,Ad Darb
الدرب,5/4/2023,RES,2023,5,4,6753,60,Ad Darb
الدرب,5/5/2023,COM,2023,5,5,8.92,1,Ad Darb
الدرب,5/5/2023,RES,2023,5,5,4700.39,59,Ad Darb
الدرب,5/6/2023,COM,2023,5,6,11333.85,4,Ad Darb
الدرب,5/6/2023,RES,2023,5,6,4214.96,35,Ad Darb
الدرب,5/7/2023,RES,2023,5,7,28978.53,56,Ad Darb
الدرب,5/8/2023,RES,2023,5,8,8869.14,35,Ad Darb
الدرب,5/9/2023,RES,2023,5,9,8903.44,39,Ad Darb
الدرب,5/10/2023,COM,2023,5,10,92.9,1,Ad Darb
الدرب,5/10/2023,RES,2023,5,10,18109.67,116,Ad Darb
الدرب,5/11/2023,RES,2023,5,11,6461.84,42,Ad Darb
الدرب,5/12/2023,RES,2023,5,12,4781.3,30,Ad Darb
الدرب,5/13/2023,RES,2023,5,13,6438.68,23,Ad Darb
الدرب,5/14/2023,COM,2023,5,14,4991.11,1,Ad Darb
الدرب,5/14/2023,RES,2023,5,14,14258.65,165,Ad Darb
الدرب,5/15/2023,COM,2023,5,15,1628.63,3,Ad Darb
الدرب,5/15/2023,RES,2023,5,15,20054.52,296,Ad Darb
الدرب,5/16/2023,COM,2023,5,16,319.63,5,Ad Darb
الدرب,5/16/2023,RES,2023,5,16,11127.61,182,Ad Darb
الدرب,5/17/2023,COM,2023,5,17,47.83,1,Ad Darb
الدرب,5/17/2023,RES,2023,5,17,22326.3,204,Ad Darb
الدرب,5/18/2023,COM,2023,5,18,1439.24,1,Ad Darb
الدرب,5/18/2023,RES,2023,5,18,17455.48,194,Ad Darb
الدرب,5/19/2023,RES,2023,5,19,5845.53,134,Ad Darb
الدرب,5/20/2023,COM,2023,5,20,11.59,1,Ad Darb
الدرب,5/20/2023,RES,2023,5,20,7282.18,121,Ad Darb
الدرب,5/21/2023,RES,2023,5,21,9031.47,120,Ad Darb
الدرب,5/22/2023,RES,2023,5,22,3199.71,96,Ad Darb
الدرب,5/23/2023,RES,2023,5,23,2895.39,58,Ad Darb
الدرب,5/24/2023,COM,2023,5,24,5.75,1,Ad Darb
الدرب,5/24/2023,RES,2023,5,24,12123.96,156,Ad Darb
الدرب,5/24/2023,TANKER,2023,5,24,248438.5,2,Ad Darb
الدرب,5/25/2023,RES,2023,5,25,51262.63,614,Ad Darb
الدرب,5/26/2023,RES,2023,5,26,16330.88,191,Ad Darb
الدرب,5/27/2023,COM,2023,5,27,602.77,7,Ad Darb
الدرب,5/27/2023,RES,2023,5,27,8177.86,113,Ad Darb
الدرب,5/28/2023,COM,2023,5,28,38.89,2,Ad Darb
الدرب,5/28/2023,RES,2023,5,28,64953.21,984,Ad Darb
الدرب,5/29/2023,RES,2023,5,29,20611.32,208,Ad Darb
الدرب,5/30/2023,RES,2023,5,30,16838.59,153,Ad Darb
الدرب,5/31/2023,RES,2023,5,31,23385.05,86,Ad Darb
الدرب,6/1/2023,RES,2023,6,1,22240.53,168,Ad Darb
الدرب,6/2/2023,RES,2023,6,2,7798.67,71,Ad Darb
الدرب,6/3/2023,RES,2023,6,3,12234.77,75,Ad Darb
الدرب,6/4/2023,RES,2023,6,4,18913.02,115,Ad Darb
الدرب,6/5/2023,RES,2023,6,5,7395.94,68,Ad Darb
الدرب,6/6/2023,RES,2023,6,6,7887.67,54,Ad Darb
الدرب,6/7/2023,RES,2023,6,7,15300.25,46,Ad Darb
الدرب,6/8/2023,RES,2023,6,8,5161.09,27,Ad Darb
الدرب,6/9/2023,RES,2023,6,9,7238.98,22,Ad Darb
الدرب,6/10/2023,RES,2023,6,10,4479.85,27,Ad Darb
الدرب,6/11/2023,COM,2023,6,11,193.83,1,Ad Darb
الدرب,6/11/2023,RES,2023,6,11,18889.42,94,Ad Darb
الدرب,6/12/2023,RES,2023,6,12,6233.58,43,Ad Darb
الدرب,6/13/2023,RES,2023,6,13,11459.64,132,Ad Darb
الدرب,6/14/2023,COM,2023,6,14,873.78,8,Ad Darb
الدرب,6/14/2023,RES,2023,6,14,18340.03,414,Ad Darb
الدرب,6/15/2023,COM,2023,6,15,313.18,3,Ad Darb
الدرب,6/15/2023,RES,2023,6,15,11295.05,232,Ad Darb
الدرب,6/15/2023,TANKER,2023,6,15,253334.77,2,Ad Darb
الدرب,6/16/2023,COM,2023,6,16,1313.14,2,Ad Darb
الدرب,6/16/2023,RES,2023,6,16,15486.11,198,Ad Darb
الدرب,6/17/2023,COM,2023,6,17,490.92,1,Ad Darb
الدرب,6/17/2023,RES,2023,6,17,10735.25,153,Ad Darb
الدرب,6/18/2023,COM,2023,6,18,2457.1,4,Ad Darb
الدرب,6/18/2023,RES,2023,6,18,15000.87,152,Ad Darb
الدرب,6/19/2023,RES,2023,6,19,8739.25,141,Ad Darb
الدرب,6/20/2023,COM,2023,6,20,19.27,3,Ad Darb
الدرب,6/20/2023,RES,2023,6,20,18900.86,165,Ad Darb
الدرب,6/21/2023,COM,2023,6,21,214.52,1,Ad Darb
الدرب,6/21/2023,RES,2023,6,21,7293.77,128,Ad Darb
الدرب,6/22/2023,RES,2023,6,22,17422.48,121,Ad Darb
الدرب,6/23/2023,RES,2023,6,23,6720.12,72,Ad Darb
الدرب,6/24/2023,COM,2023,6,24,209.19,2,Ad Darb
الدرب,6/24/2023,RES,2023,6,24,3877.23,95,Ad Darb
الدرب,6/25/2023,COM,2023,6,25,151.03,4,Ad Darb
الدرب,6/25/2023,RES,2023,6,25,78348.03,1307,Ad Darb
الدرب,6/26/2023,RES,2023,6,26,27188.95,409,Ad Darb
الدرب,6/27/2023,RES,2023,6,27,15076.12,173,Ad Darb
الدرب,6/28/2023,RES,2023,6,28,4828.89,73,Ad Darb
الدرب,6/29/2023,COM,2023,6,29,23,2,Ad Darb
الدرب,6/29/2023,RES,2023,6,29,7391.12,66,Ad Darb
الدرب,6/30/2023,RES,2023,6,30,8398.05,60,Ad Darb
الدرب,7/1/2023,RES,2023,7,1,5049.57,77,Ad Darb
الدرب,7/2/2023,RES,2023,7,2,3666.57,81,Ad Darb
الدرب,7/3/2023,RES,2023,7,3,7462.08,74,Ad Darb
الدرب,7/4/2023,RES,2023,7,4,13673.61,108,Ad Darb
الدرب,7/5/2023,COM,2023,7,5,1088.8,1,Ad Darb
الدرب,7/5/2023,RES,2023,7,5,11539.32,59,Ad Darb
الدرب,7/6/2023,RES,2023,7,6,8446.05,48,Ad Darb
الدرب,7/7/2023,RES,2023,7,7,4089.45,24,Ad Darb
الدرب,7/8/2023,RES,2023,7,8,2409.8,20,Ad Darb
الدرب,7/9/2023,COM,2023,7,9,62.35,1,Ad Darb
الدرب,7/9/2023,RES,2023,7,9,5736.44,47,Ad Darb
العارضة,1/1/2023,RES,2023,1,1,5087.1,72,Abu Arish
العارضة,1/2/2023,RES,2023,1,2,4920.6,42,Abu Arish
العارضة,1/3/2023,RES,2023,1,3,1777.5,17,Abu Arish
العارضة,1/4/2023,GOVT,2023,1,4,2583.15,1,Abu Arish
العارضة,1/4/2023,RES,2023,1,4,2581.92,9,Abu Arish
العارضة,1/5/2023,RES,2023,1,5,2609.09,16,Abu Arish
العارضة,1/6/2023,RES,2023,1,6,956.27,12,Abu Arish
العارضة,1/7/2023,RES,2023,1,7,1277.21,12,Abu Arish
العارضة,1/8/2023,RES,2023,1,8,1730.69,4,Abu Arish
العارضة,1/9/2023,RES,2023,1,9,6123.76,120,Abu Arish
العارضة,1/10/2023,RES,2023,1,10,8375.44,94,Abu Arish
العارضة,1/11/2023,RES,2023,1,11,16928.92,242,Abu Arish
العارضة,1/12/2023,RES,2023,1,12,4978.02,82,Abu Arish
العارضة,1/13/2023,RES,2023,1,13,3708.75,79,Abu Arish
العارضة,1/14/2023,RES,2023,1,14,3632.06,52,Abu Arish
العارضة,1/15/2023,RES,2023,1,15,2308.61,38,Abu Arish
العارضة,1/16/2023,RES,2023,1,16,2463.83,36,Abu Arish
العارضة,1/17/2023,RES,2023,1,17,1295.46,32,Abu Arish
العارضة,1/18/2023,RES,2023,1,18,3520.69,17,Abu Arish
العارضة,1/19/2023,RES,2023,1,19,1651.33,15,Abu Arish
العارضة,1/20/2023,RES,2023,1,20,1527.6,20,Abu Arish
العارضة,1/21/2023,RES,2023,1,21,1113.87,10,Abu Arish
العارضة,1/22/2023,RES,2023,1,22,7740.93,19,Abu Arish
العارضة,1/23/2023,GOVT,2023,1,23,6116.5,33,Abu Arish
العارضة,1/23/2023,RES,2023,1,23,523.81,10,Abu Arish
العارضة,1/24/2023,RES,2023,1,24,2374.5,24,Abu Arish
العارضة,1/25/2023,RES,2023,1,25,10343.42,135,Abu Arish
العارضة,1/26/2023,RES,2023,1,26,22630.53,354,Abu Arish
العارضة,1/27/2023,RES,2023,1,27,9255.33,79,Abu Arish
العارضة,1/28/2023,RES,2023,1,28,5028.35,51,Abu Arish
العارضة,1/29/2023,RES,2023,1,29,3926.96,44,Abu Arish
العارضة,1/30/2023,RES,2023,1,30,3191.83,33,Abu Arish
العارضة,1/31/2023,RES,2023,1,31,3380.32,20,Abu Arish
العارضة,2/1/2023,RES,2023,2,1,12978.79,69,Abu Arish
العارضة,2/2/2023,RES,2023,2,2,2391.28,35,Abu Arish
العارضة,2/3/2023,RES,2023,2,3,815.03,13,Abu Arish
العارضة,2/4/2023,RES,2023,2,4,1860.01,14,Abu Arish
العارضة,2/5/2023,RES,2023,2,5,2775.23,11,Abu Arish
العارضة,2/6/2023,RES,2023,2,6,2512.23,12,Abu Arish
العارضة,2/7/2023,RES,2023,2,7,465.41,6,Abu Arish
العارضة,2/8/2023,RES,2023,2,8,181.43,5,Abu Arish
العارضة,2/9/2023,RES,2023,2,9,10076.95,40,Abu Arish
العارضة,2/10/2023,RES,2023,2,10,7196.53,156,Abu Arish
العارضة,2/11/2023,RES,2023,2,11,11029,147,Abu Arish
العارضة,2/12/2023,RES,2023,2,12,5728,104,Abu Arish
العارضة,2/13/2023,RES,2023,2,13,3913.98,78,Abu Arish
العارضة,2/14/2023,RES,2023,2,14,2004.3,53,Abu Arish
العارضة,2/15/2023,RES,2023,2,15,4372.58,51,Abu Arish
العارضة,2/16/2023,RES,2023,2,16,2656.84,40,Abu Arish
العارضة,2/17/2023,RES,2023,2,17,945.21,40,Abu Arish
العارضة,2/18/2023,RES,2023,2,18,1731.77,29,Abu Arish
العارضة,2/19/2023,RES,2023,2,19,411.94,23,Abu Arish
العارضة,2/20/2023,RES,2023,2,20,1503.72,19,Abu Arish
العارضة,2/21/2023,RES,2023,2,21,3697.87,31,Abu Arish
العارضة,2/22/2023,RES,2023,2,22,696.34,13,Abu Arish
العارضة,2/23/2023,RES,2023,2,23,723.63,13,Abu Arish
العارضة,2/24/2023,RES,2023,2,24,454.78,13,Abu Arish
العارضة,2/25/2023,RES,2023,2,25,454.19,11,Abu Arish
العارضة,2/26/2023,RES,2023,2,26,7161.84,135,Abu Arish
العارضة,2/27/2023,RES,2023,2,27,21482,417,Abu Arish
العارضة,2/28/2023,RES,2023,2,28,6600.39,87,Abu Arish
العارضة,3/1/2023,RES,2023,3,1,12766.28,116,Abu Arish
العارضة,3/2/2023,GOVT,2023,3,2,21586.56,12,Abu Arish
العارضة,3/2/2023,RES,2023,3,2,4221.16,46,Abu Arish
العارضة,3/3/2023,RES,2023,3,3,2835.08,15,Abu Arish
العارضة,3/4/2023,COM,2023,3,4,41.38,1,Abu Arish
العارضة,3/4/2023,RES,2023,3,4,1352.28,16,Abu Arish
العارضة,3/5/2023,GOVT,2023,3,5,20106.22,5,Abu Arish
العارضة,3/5/2023,RES,2023,3,5,2493.53,17,Abu Arish
العارضة,3/6/2023,RES,2023,3,6,2154.06,17,Abu Arish
العارضة,3/7/2023,GOVT,2023,3,7,1202.81,7,Abu Arish
العارضة,3/7/2023,RES,2023,3,7,1431.5,12,Abu Arish
العارضة,3/8/2023,RES,2023,3,8,412.45,9,Abu Arish
العارضة,3/9/2023,RES,2023,3,9,3068.06,55,Abu Arish
العارضة,3/10/2023,RES,2023,3,10,955.35,16,Abu Arish
العارضة,3/11/2023,RES,2023,3,11,1027.32,11,Abu Arish
العارضة,3/12/2023,RES,2023,3,12,3123.18,13,Abu Arish
العارضة,3/13/2023,RES,2023,3,13,2222.08,20,Abu Arish
العارضة,3/14/2023,RES,2023,3,14,7664.78,13,Abu Arish
العارضة,3/15/2023,RES,2023,3,15,5786.7,124,Abu Arish
العارضة,3/16/2023,RES,2023,3,16,6338.93,136,Abu Arish
العارضة,3/17/2023,RES,2023,3,17,3526.61,63,Abu Arish
العارضة,3/18/2023,RES,2023,3,18,3727.25,49,Abu Arish
العارضة,3/19/2023,RES,2023,3,19,6282.97,65,Abu Arish
العارضة,3/20/2023,RES,2023,3,20,3092.13,41,Abu Arish
العارضة,3/21/2023,RES,2023,3,21,1127.85,28,Abu Arish
العارضة,3/22/2023,RES,2023,3,22,841.78,20,Abu Arish
العارضة,3/23/2023,RES,2023,3,23,4178.77,27,Abu Arish
العارضة,3/24/2023,RES,2023,3,24,1817.24,29,Abu Arish
العارضة,3/25/2023,RES,2023,3,25,1794.84,33,Abu Arish
العارضة,3/26/2023,RES,2023,3,26,13903.76,186,Abu Arish
العارضة,3/27/2023,RES,2023,3,27,21952.25,314,Abu Arish
العارضة,3/28/2023,RES,2023,3,28,18184.44,242,Abu Arish
العارضة,3/29/2023,RES,2023,3,29,3515.7,55,Abu Arish
العارضة,3/30/2023,RES,2023,3,30,5008.31,47,Abu Arish
العارضة,3/31/2023,RES,2023,3,31,1651.26,24,Abu Arish
العارضة,4/1/2023,RES,2023,4,1,1891.65,22,Abu Arish
العارضة,4/2/2023,RES,2023,4,2,9424.85,94,Abu Arish
العارضة,4/3/2023,RES,2023,4,3,7361.01,57,Abu Arish
العارضة,4/4/2023,RES,2023,4,4,8434.7,26,Abu Arish
العارضة,4/5/2023,RES,2023,4,5,1913.43,22,Abu Arish
العارضة,4/6/2023,RES,2023,4,6,4148.11,26,Abu Arish
العارضة,4/7/2023,RES,2023,4,7,3142.49,18,Abu Arish
العارضة,4/8/2023,RES,2023,4,8,341.9,6,Abu Arish
العارضة,4/9/2023,RES,2023,4,9,3849.91,9,Abu Arish
العارضة,4/10/2023,RES,2023,4,10,7021.31,123,Abu Arish
العارضة,4/11/2023,RES,2023,4,11,12270.16,205,Abu Arish
العارضة,4/12/2023,RES,2023,4,12,6552.08,104,Abu Arish
العارضة,4/13/2023,RES,2023,4,13,7513.59,101,Abu Arish
العارضة,4/14/2023,RES,2023,4,14,2418.5,54,Abu Arish
العارضة,4/15/2023,RES,2023,4,15,4794.58,40,Abu Arish
العارضة,4/16/2023,RES,2023,4,16,3312.31,51,Abu Arish
العارضة,4/17/2023,RES,2023,4,17,2390.72,29,Abu Arish
العارضة,4/18/2023,RES,2023,4,18,2098.15,34,Abu Arish
العارضة,4/19/2023,RES,2023,4,19,2792.29,30,Abu Arish
العارضة,4/20/2023,RES,2023,4,20,1758.42,17,Abu Arish
العارضة,4/21/2023,RES,2023,4,21,1208.46,12,Abu Arish
العارضة,4/22/2023,RES,2023,4,22,1466.82,15,Abu Arish
العارضة,4/23/2023,RES,2023,4,23,690.58,16,Abu Arish
العارضة,4/24/2023,RES,2023,4,24,801.27,18,Abu Arish
العارضة,4/25/2023,RES,2023,4,25,9629.75,116,Abu Arish
العارضة,4/26/2023,RES,2023,4,26,6971.22,64,Abu Arish
العارضة,4/27/2023,RES,2023,4,27,25367.37,398,Abu Arish
العارضة,4/28/2023,RES,2023,4,28,5333.49,88,Abu Arish
العارضة,4/29/2023,COM,2023,4,29,316.61,1,Abu Arish
العارضة,4/29/2023,RES,2023,4,29,3384.52,55,Abu Arish
العارضة,4/30/2023,RES,2023,4,30,2101.31,33,Abu Arish
